epoch,total_loss,pde_loss,boundary_loss,learning_rate,gradient_norm
21,0.32944902777671814,0.32926714420318604,1.8187733076047152e-05,0.0009999925191671317,0.0957353413105011
22,0.17993192374706268,0.1796582192182541,2.7370631869416684e-05,0.0009999917897455352,0.19975237548351288
23,0.2427738755941391,0.24252437055110931,2.4950746592367068e-05,0.0009999910263977364,0.1293809860944748
24,0.25160282850265503,0.2514130473136902,1.8978000298375264e-05,0.0009999902291237877,0.08831779658794403
25,0.264954537153244,0.2648341655731201,1.203577994601801e-05,0.000999989397923744,0.0626782700419426
26,0.3380295932292938,0.3379487991333008,8.079070539679378e-06,0.0009999885327976617,0.10148819535970688
27,0.38334307074546814,0.3832886815071106,5.43881378689548e-06,0.0009999876337456006,0.09625810384750366
28,0.18116377294063568,0.18112428486347198,3.949345227738377e-06,0.0009999867007676221,0.10565199702978134
29,0.39833080768585205,0.39830201864242554,2.8781530545529677e-06,0.0009999857338637902,0.15379123389720917
30,0.2159155011177063,0.21589726209640503,1.8244724060423323e-06,0.0009999847330341711,0.03890722990036011
31,0.32998791337013245,0.32997551560401917,1.2388318282319233e-06,0.0009999836982788335,0.04425991326570511
32,0.19667589664459229,0.19665849208831787,1.7404299796908163e-06,0.0009999826295978482,0.031615760177373886
33,0.21079382300376892,0.21076765656471252,2.617173549879226e-06,0.0009999815269912885,0.07500604540109634
34,0.2522194981575012,0.252181738615036,3.7753952710772865e-06,0.00099998039045923,0.04146837070584297
35,0.18536537885665894,0.1853145956993103,5.0778962759068236e-06,0.0009999792200017508,0.038059867918491364
36,0.2100600004196167,0.21000608801841736,5.390540536609478e-06,0.0009999780156189305,0.047707218676805496
37,0.4189879596233368,0.4189399480819702,4.799726411874872e-06,0.0009999767773108523,0.09816332161426544
38,0.269147127866745,0.2691085934638977,3.854925125779118e-06,0.0009999755050776008,0.03602781891822815
39,0.20686902105808258,0.20684143900871277,2.7576809316087747e-06,0.000999974198919263,0.05828555300831795
40,0.1659693419933319,0.1659524142742157,1.6928524928516708e-06,0.0009999728588359288,0.10701218992471695
41,0.27942270040512085,0.2794126570224762,1.004993123387976e-06,0.0009999714848276898,0.04004685580730438
42,0.19507452845573425,0.19506993889808655,4.584429689202807e-07,0.0009999700768946404,0.049458350986242294
43,0.3491406738758087,0.34913933277130127,1.3471037618728587e-07,0.0009999686350368768,0.02147061377763748
44,0.26679012179374695,0.26678961515426636,5.0287727759723566e-08,0.000999967159254498,0.04501599445939064
45,0.2914067506790161,0.2914038598537445,2.8872906909782614e-07,0.0009999656495476054,0.04219108447432518
46,0.1664912849664688,0.16648182272911072,9.460979413233872e-07,0.000999964105916302,0.05177329108119011
47,0.3816385567188263,0.38162854313850403,9.999305348173948e-07,0.000999962528360694,0.10795928537845612
48,0.31832247972488403,0.318310022354126,1.245696012119879e-06,0.0009999609168808892,0.10875564068555832
49,0.2864532470703125,0.2864423096179962,1.0926564755209256e-06,0.0009999592714769981,0.03883856534957886
50,0.22103741765022278,0.22102707624435425,1.034802153299097e-06,0.0009999575921491334,0.13055193424224854
51,0.13256953656673431,0.13255760073661804,1.1943271829295554e-06,0.0009999558788974107,0.15970996022224426
52,0.19239073991775513,0.1923741102218628,1.6624113641228178e-06,0.0009999541317219469,0.09913036227226257
53,0.3883376121520996,0.3883190155029297,1.858263658505166e-06,0.000999952350622862,0.11917201429605484
54,0.36514291167259216,0.3651319742202759,1.0930782536888728e-06,0.000999950535600278,0.1409413367509842
55,0.10240766406059265,0.10240433365106583,3.3312150549136277e-07,0.0009999486866543194,0.04288468137383461
56,0.3838355243206024,0.3838335871696472,1.9413108987009764e-07,0.0009999468037851127,0.1108076348900795
57,0.1799076944589615,0.17990213632583618,5.562409342019237e-07,0.0009999448869927872,0.1057787835597992
58,0.2906494140625,0.2906422019004822,7.219955477921758e-07,0.000999942936277474,0.08920267969369888
59,0.2989991307258606,0.29899662733078003,2.5013656568262377e-07,0.0009999409516393068,0.04698416218161583
60,0.25053879618644714,0.2505379617214203,8.242091098509263e-08,0.000999938933078422,0.02307039126753807
61,0.14653845131397247,0.1465313583612442,7.086163122949074e-07,0.0009999368805949577,0.06784370541572571
62,0.18321731686592102,0.18320327997207642,1.403044166181644e-06,0.0009999347941890544,0.09323695302009583
63,0.2952335476875305,0.2952193319797516,1.4227357496565674e-06,0.0009999326738608556,0.0990525484085083
64,0.16719451546669006,0.16718603670597076,8.479631787849939e-07,0.000999930519610506,0.06431577354669571
65,0.15739858150482178,0.15739525854587555,3.316689287657937e-07,0.000999928331438154,0.022355040535330772
66,0.2333124577999115,0.2333061695098877,6.293951173574897e-07,0.000999926109343949,0.05227546766400337
67,0.24406351149082184,0.2440495789051056,1.3928707858212874e-06,0.0009999238533280434,0.041893430054187775
68,0.25224703550338745,0.2522287666797638,1.8258213003718993e-06,0.000999921563390592,0.08084765076637268
69,0.27877992391586304,0.2787645161151886,1.5394011825264897e-06,0.0009999192395317514,0.09727383404970169
70,0.41446298360824585,0.4144550561904907,7.927648084660177e-07,0.0009999168817516812,0.11455362290143967
71,0.2249140441417694,0.22491303086280823,1.0128744065696083e-07,0.0009999144900505429,0.06434714794158936
72,0.22667819261550903,0.22667697072029114,1.224492649498643e-07,0.0009999120644285002,0.09451751410961151
73,0.34117209911346436,0.3411661386489868,5.94766277117742e-07,0.0009999096048857199,0.11162737756967545
74,0.15564888715744019,0.15563929080963135,9.591988145984942e-07,0.0009999071114223702,0.04909100756049156
75,0.24206435680389404,0.2420559823513031,8.37937818687351e-07,0.000999904584038622,0.039584942162036896
76,0.3310377895832062,0.3310338854789734,3.898937848134665e-07,0.0009999020227346486,0.067092165350914
77,0.21292656660079956,0.21292531490325928,1.2494646739469317e-07,0.0009998994275106253,0.07291822135448456
78,0.29718735814094543,0.29718661308288574,7.441634863880608e-08,0.0009998967983667303,0.04107881337404251
79,0.34517502784729004,0.34517404437065125,9.749030027705885e-08,0.0009998941353031438,0.024626653641462326
80,0.2194766402244568,0.21947595477104187,6.851048794942471e-08,0.0009998914383200482,0.07129994034767151
81,0.38380804657936096,0.3838076889514923,3.5241484397374734e-08,0.0009998887074176282,0.008277250453829765
82,0.16574786603450775,0.1657477170228958,1.4771552869774496e-08,0.0009998859425960713,0.025240235030651093
83,0.3144226670265198,0.3144225776195526,8.659839956237647e-09,0.000999883143855567,0.03311663120985031
84,0.28868481516838074,0.2886846959590912,1.2484617784025431e-08,0.0009998803111963067,0.04796343669295311
85,0.3105931282043457,0.31059297919273376,1.4078633370218085e-08,0.0009998774446184848,0.05392554774880409
86,0.18867485225200653,0.1886747181415558,1.3049305636059216e-08,0.0009998745441222978,0.00858165044337511
87,0.23469550907611847,0.23469537496566772,1.3413492538916216e-08,0.0009998716097079446,0.04272588714957237
88,0.15367835760116577,0.15367814898490906,2.077134908518019e-08,0.0009998686413756261,0.04348868504166603
89,0.1775185614824295,0.17751823365688324,3.206676169043021e-08,0.0009998656391255458,0.04173684120178223
90,0.1757616400718689,0.17576110363006592,5.349582465896674e-08,0.0009998626029579095,0.03581609949469566
91,0.19061166048049927,0.190610870718956,7.826674419675328e-08,0.0009998595328729253,0.015861427411437035
92,0.1401575207710266,0.14015698432922363,5.290909044219916e-08,0.0009998564288708038,0.0840526893734932
93,0.19335483014583588,0.19335387647151947,9.559398961300758e-08,0.0009998532909517575,0.049365654587745667
94,0.2987881302833557,0.2987867295742035,1.3921410868533712e-07,0.0009998501191160014,0.09993184357881546
95,0.34875166416168213,0.34874966740608215,1.983013078188378e-07,0.0009998469133637533,0.021627871319651604
96,0.3649618625640869,0.3649582862854004,3.5867756764673686e-07,0.0009998436736952325,0.12631097435951233
97,0.42677345871925354,0.4267691969871521,4.266161681698577e-07,0.0009998404001106613,0.13208164274692535
98,0.17630518972873688,0.17630262672901154,2.5638502165747923e-07,0.000999837092610264,0.0849841982126236
99,0.20758429169654846,0.20758363604545593,6.616429715222694e-08,0.0009998337511942673,0.06264682859182358
100,0.1832425892353058,0.18323633074760437,6.254919071579934e-07,0.0009998303758629,0.08255181461572647
101,0.15953607857227325,0.1595115214586258,2.455664343870012e-06,0.0009998269666163938,0.09628145396709442
102,0.25972726941108704,0.25968217849731445,4.5089614104654174e-06,0.000999823523454982,0.07687000930309296
103,0.3259265422821045,0.3258775472640991,4.8998163038049825e-06,0.000999820046378901,0.09511364996433258
104,0.3203129172325134,0.3202804923057556,3.243222181481542e-06,0.0009998165353883887,0.05653015896677971
105,0.2867700457572937,0.28675857186317444,1.147956027125474e-06,0.000999812990483686,0.05781710520386696
106,0.32842525839805603,0.3284249007701874,3.501902767766296e-08,0.0009998094116650358,0.031109655275940895
107,0.44160041213035583,0.4415958523750305,4.54537286032064e-07,0.0009998057989326833,0.02977168746292591
108,0.3211473524570465,0.3211320638656616,1.528355596747133e-06,0.0009998021522868764,0.05038667097687721
109,0.12820935249328613,0.12818658351898193,2.2772578631702345e-06,0.0009997984717278648,0.08043356239795685
110,0.2602848410606384,0.2602648138999939,2.0016827875224408e-06,0.0009997947572559006,0.06732616573572159
111,0.3539574444293976,0.3539476692676544,9.765894901647698e-07,0.0009997910088712387,0.08173564821481705
112,0.31607484817504883,0.316072016954422,2.8314701694398536e-07,0.0009997872265741358,0.08229082077741623
113,0.2223864644765854,0.22238591313362122,5.449099305110394e-08,0.0009997834103648512,0.04027163237333298
114,0.27133938670158386,0.2713371217250824,2.2510417352350487e-07,0.0009997795602436465,0.0539497546851635
115,0.2483585625886917,0.2483549863100052,3.5768087514043145e-07,0.0009997756762107856,0.04134174436330795
116,0.13359865546226501,0.13359518349170685,3.4786143032761174e-07,0.0009997717582665348,0.13418695330619812
117,0.11993884295225143,0.11993594467639923,2.898391926464683e-07,0.0009997678064111624,0.12769943475723267
118,0.2798905372619629,0.2798891067504883,1.432403706758123e-07,0.0009997638206449395,0.0629948154091835
119,0.19599373638629913,0.19599315524101257,5.83432715473009e-08,0.000999759800968139,0.026225348934531212
120,0.15241068601608276,0.15240982174873352,8.664525807944301e-08,0.0009997557473810368,0.023310324177145958
121,0.25361868739128113,0.25361520051956177,3.473988670066319e-07,0.0009997516598839102,0.09228148311376572
122,0.2624666392803192,0.2624601423740387,6.505539431600482e-07,0.0009997475384770397,0.08632753789424896
123,0.22400304675102234,0.22399276494979858,1.0275098247802816e-06,0.0009997433831607078,0.09961403906345367
124,0.32992881536483765,0.32991814613342285,1.0675138355509262e-06,0.000999739193935199,0.1507834643125534
125,0.293136864900589,0.2931269407272339,9.930763553711586e-07,0.0009997349708008006,0.029185159131884575
126,0.32591748237609863,0.3259109854698181,6.503511258415529e-07,0.000999730713757802,0.022125860676169395
127,0.24965615570545197,0.24965313076972961,3.0283749197224097e-07,0.0009997264228064954,0.0237576887011528
128,0.34224268794059753,0.34224218130111694,4.9178822791873245e-08,0.0009997220979471744,0.04055735096335411
129,0.2112138867378235,0.21121257543563843,1.3050694747107627e-07,0.0009997177391801355,0.08560529351234436
130,0.21186624467372894,0.21186098456382751,5.257699058347498e-07,0.0009997133465056776,0.04654384404420853
131,0.15571214258670807,0.15570029616355896,1.1845519338749e-06,0.0009997089199241017,0.09113363176584244
132,0.23220501840114594,0.23218710720539093,1.7917845980264246e-06,0.0009997044594357112,0.10139846056699753
133,0.16135382652282715,0.1613350659608841,1.8767386791296303e-06,0.0009996999650408117,0.040949199348688126
134,0.3351161479949951,0.3351013660430908,1.4771896985621424e-06,0.0009996954367397116,0.04674943909049034
135,0.38300225138664246,0.3829977214336395,4.5386332203634083e-07,0.0009996908745327207,0.09037081897258759
136,0.23007754981517792,0.23007719218730927,3.528858627532827e-08,0.000999686278420152,0.05344746634364128
137,0.2716720700263977,0.27166998386383057,2.0995932459300093e-07,0.0009996816484023206,0.040127407759428024
138,0.20377182960510254,0.20376498997211456,6.836622787886881e-07,0.0009996769844795438,0.03721660375595093
139,0.23988310992717743,0.2398727536201477,1.036305775414803e-06,0.000999672286652141,0.030279288068413734
140,0.21751485764980316,0.21750497817993164,9.88431679616042e-07,0.0009996675549204346,0.051056720316410065
141,0.2653169631958008,0.26530927419662476,7.687863217142876e-07,0.0009996627892847488,0.02928132191300392
142,0.2571120262145996,0.2571084201335907,3.6178633422423445e-07,0.00099965798974541,0.017357701435685158
143,0.19242018461227417,0.19241836667060852,1.820405231001132e-07,0.000999653156302747,0.04602532833814621
144,0.23167583346366882,0.23167477548122406,1.0649623050085211e-07,0.0009996482889570917,0.04539995267987251
145,0.2933872640132904,0.2933865785598755,6.842608968327113e-08,0.0009996433877087773,0.0364886112511158
146,0.23239918053150177,0.2323986291885376,5.450811357832208e-08,0.0009996384525581398,0.02803831733763218
147,0.277015745639801,0.27701497077941895,7.777001087561075e-08,0.0009996334835055173,0.02360415831208229
148,0.3759380578994751,0.37593668699264526,1.3851590097146982e-07,0.0009996284805512505,0.06366266310214996
149,0.22811436653137207,0.2281128466129303,1.5229255723170354e-07,0.0009996234436956822,0.036252330988645554
150,0.2636697590351105,0.26366913318634033,6.120023243738615e-08,0.000999618372939158,0.05560097470879555
151,0.09605234861373901,0.09605194628238678,4.0248128385655946e-08,0.000999613268282025,0.11249681562185287
152,0.3696081042289734,0.36960646510124207,1.642710572014039e-07,0.0009996081297246333,0.037408553063869476
153,0.3361099064350128,0.33610397577285767,5.929133521931362e-07,0.000999602957267335,0.006172604393213987
154,0.15919972956180573,0.15918663144111633,1.3092505923850695e-06,0.0009995977509104847,0.055801957845687866
155,0.10891604423522949,0.10890135914087296,1.4686245322081959e-06,0.000999592510654439,0.09470511227846146
156,0.18566954135894775,0.18565984070301056,9.706354830996133e-07,0.0009995872364995573,0.03712433949112892
157,0.5457366108894348,0.5457335114479065,3.086458377765666e-07,0.0009995819284462013,0.1854459047317505
158,0.3049561679363251,0.30495601892471313,1.5040015455269895e-08,0.0009995765864947341,0.009910603053867817
159,0.16002096235752106,0.1600193977355957,1.5627924199179688e-07,0.0009995712106455226,0.04186881706118584
160,0.2152446061372757,0.21524038910865784,4.2243175357725704e-07,0.0009995658008989348,0.0290609709918499
161,0.19330832362174988,0.1933034062385559,4.921725462736504e-07,0.0009995603572553417,0.08586534857749939
162,0.15409570932388306,0.15409129858016968,4.411875522691844e-07,0.0009995548797151162,0.07848294824361801
163,0.3278310000896454,0.32782793045043945,3.065970304305665e-07,0.000999549368278634,0.020409923046827316
164,0.2749605178833008,0.2749592661857605,1.2632639823095815e-07,0.0009995438229462724,0.008463907055556774
165,0.19652508199214935,0.19652482867240906,2.5656435198584404e-08,0.0009995382437184119,0.05188531056046486
166,0.28969693183898926,0.2896966338157654,2.838035939589645e-08,0.0009995326305954346,0.03738269582390785
167,0.07145445048809052,0.07145383954048157,6.075784142467455e-08,0.0009995269835777257,0.040455739945173264
168,0.33312082290649414,0.33311840891838074,2.4263448494821205e-07,0.0009995213026656718,0.09769250452518463
169,0.41949206590652466,0.41948652267456055,5.548500894292374e-07,0.000999515587859662,0.11496520787477493
170,0.18258029222488403,0.18257373571395874,6.560411520695197e-07,0.0009995098391600886,0.026171892881393433
171,0.32763659954071045,0.32762935757637024,7.242957735797972e-07,0.0009995040565673452,0.0852857306599617
172,0.27809610962867737,0.2780909538269043,5.145572004039423e-07,0.0009994982400818287,0.029217982664704323
173,0.24383941292762756,0.24383707344532013,2.344995095882041e-07,0.000999492389703937,0.025233127176761627
174,0.41829976439476013,0.41829949617385864,2.538514287664384e-08,0.0009994865054340715,0.02384810335934162
175,0.22770372033119202,0.2277025282382965,1.194175069940684e-07,0.0009994805872726355,0.03702092543244362
176,0.3186095654964447,0.3186036944389343,5.883050562260905e-07,0.0009994746352200345,0.016526781022548676
177,0.41305452585220337,0.41304120421409607,1.3331371064850828e-06,0.0009994686492766766,0.010746804066002369
178,0.3480939269065857,0.3480699956417084,2.394326656940393e-06,0.000999462629442972,0.08021368831396103
179,0.5070823431015015,0.5070505142211914,3.1801421300770016e-06,0.000999456575719333,0.03378143906593323
180,0.11736836284399033,0.11733908951282501,2.9275161068653688e-06,0.000999450488106175,0.1415974646806717
181,0.2562430202960968,0.25621819496154785,2.4834373562043766e-06,0.000999444366603915,0.05208460986614227
182,0.4327825903892517,0.4327670931816101,1.5510731827816926e-06,0.0009994382112129725,0.03937467187643051
183,0.2519542872905731,0.2519444525241852,9.844428632277413e-07,0.0009994320219337694,0.015683365985751152
184,0.19760829210281372,0.19760310649871826,5.181316851121665e-07,0.00099942579876673,0.02851022593677044
185,0.2548649311065674,0.2548624575138092,2.468042339387466e-07,0.0009994195417122808,0.053178124129772186
186,0.1643090844154358,0.16430874168872833,3.403057746709237e-08,0.0009994132507708507,0.03133568912744522
187,0.15623991191387177,0.15623906254768372,8.469564960478237e-08,0.0009994069259428708,0.02670598402619362
188,0.3105603754520416,0.3105573058128357,3.0663278494102997e-07,0.0009994005672287747,0.06181098148226738
189,0.2612719237804413,0.26126521825790405,6.718997838106588e-07,0.0009993941746289981,0.09320574253797531
190,0.08579433709383011,0.08578469604253769,9.644030569688766e-07,0.0009993877481439793,0.060729965567588806
191,0.12568746507167816,0.12567374110221863,1.3724254586122697e-06,0.0009993812877741584,0.01668773591518402
192,0.30323556065559387,0.3032146692276001,2.090487214445602e-06,0.0009993747935199786,0.10875031352043152
193,0.16714587807655334,0.167122945189476,2.293990746693453e-06,0.0009993682653818847,0.04978771507740021
194,0.3363339304924011,0.3363139033317566,2.001729626499582e-06,0.0009993617033603242,0.07425840944051743
195,0.23814617097377777,0.23813074827194214,1.5416380847455002e-06,0.0009993551074557472,0.015691613778471947
196,0.37550434470176697,0.3754943609237671,9.968933909476618e-07,0.0009993484776686054,0.06793162971735
197,0.16217446327209473,0.16216957569122314,4.88367788875621e-07,0.0009993418139993531,0.050094928592443466
198,0.2741290032863617,0.274127721786499,1.279828154565621e-07,0.0009993351164484475,0.04433686286211014
199,0.21013228595256805,0.21013143658638,8.505037385475589e-08,0.0009993283850163472,0.024213848635554314
200,0.12203479558229446,0.1220322847366333,2.5119354063463106e-07,0.0009993216197035136,0.10237989574670792
201,0.32754218578338623,0.32753556966781616,6.627792004110233e-07,0.0009993148205104108,0.05431040748953819
202,0.243047297000885,0.2430364191532135,1.0871560789382784e-06,0.0009993079874375044,0.059525493532419205
203,0.20786435902118683,0.20785188674926758,1.2474342838686425e-06,0.000999301120485263,0.034999605268239975
204,0.4313148558139801,0.4313022494316101,1.2597953400472761e-06,0.000999294219654157,0.10874714702367783
205,0.2548691928386688,0.2548608183860779,8.375143920602568e-07,0.0009992872849446594,0.06288652867078781
206,0.24909885227680206,0.2490943968296051,4.456633178051561e-07,0.0009992803163572457,0.015212949365377426
207,0.21543040871620178,0.21542805433273315,2.3538621007901384e-07,0.0009992733138923934,0.029237106442451477
208,0.3664082884788513,0.3664071261882782,1.1482671169460446e-07,0.0009992662775505825,0.047151558101177216
209,0.134993776679039,0.13499276340007782,1.012735850736135e-07,0.000999259207332295,0.11304304748773575
210,0.3835407793521881,0.3835395872592926,1.19633085660098e-07,0.0009992521032380157,0.010779242031276226
211,0.20834343135356903,0.20834220945835114,1.2175991059848457e-07,0.0009992449652682315,0.0512622706592083
212,0.1735508292913437,0.17354989051818848,9.335529682630295e-08,0.0009992377934234318,0.09701786190271378
213,0.24813221395015717,0.2481318712234497,3.471835441359872e-08,0.0009992305877041079,0.009715755470097065
214,0.28894132375717163,0.28894102573394775,2.8810493546416183e-08,0.0009992233481107538,0.03356988728046417
215,0.33023586869239807,0.33023518323898315,6.902806859443444e-08,0.0009992160746438656,0.10154856741428375
216,0.34512758255004883,0.34512656927108765,9.993018323939395e-08,0.0009992087673039419,0.026553519070148468
217,0.17280666530132294,0.1728058159351349,8.535270978882181e-08,0.0009992014260914834,0.04737561196088791
218,0.17027553915977478,0.17027519643306732,3.4254306058301154e-08,0.0009991940510069935,0.022017596289515495
219,0.2994524836540222,0.29945242404937744,6.627163262606928e-09,0.0009991866420509773,0.04993073269724846
220,0.1919327825307846,0.1919325739145279,2.160647127880111e-08,0.0009991791992239431,0.006277641747146845
221,0.35124245285987854,0.3512417674064636,6.715983857930041e-08,0.0009991717225264008,0.06359227746725082
222,0.24605736136436462,0.24605661630630493,7.419549774567713e-08,0.0009991642119588627,0.019457155838608742
223,0.4491174817085266,0.449116587638855,8.901339754174842e-08,0.0009991566675218437,0.04473192244768143
224,0.25722572207450867,0.257224977016449,7.53293321054116e-08,0.0009991490892158608,0.01564326509833336
225,0.23669113218784332,0.23669062554836273,5.105808043026627e-08,0.0009991414770414335,0.04081181809306145
226,0.22210173308849335,0.22210142016410828,3.132125314664336e-08,0.0009991338309990835,0.07817665487527847
227,0.2109689563512802,0.21096879243850708,1.5864760172235037e-08,0.0009991261510893348,0.009898005053400993
228,0.29803743958473206,0.2980371117591858,3.404174719889852e-08,0.0009991184373127138,0.032328058034181595
229,0.30930009484291077,0.3092987835407257,1.2982893338175927e-07,0.0009991106896697494,0.010676102712750435
230,0.308200865983963,0.30819839239120483,2.4731755843276915e-07,0.0009991029081609724,0.03048134036362171
231,0.2745409309864044,0.2745376229286194,3.30246820112734e-07,0.0009990950927869161,0.01853802427649498
232,0.23226656019687653,0.23226335644721985,3.2089195656226366e-07,0.0009990872435481162,0.0076970746740698814
233,0.4753167927265167,0.4753139913082123,2.8012084385409253e-07,0.0009990793604451108,0.12729349732398987
234,0.1693411022424698,0.16933870315551758,2.397646881036053e-07,0.00099907144347844,0.0976349338889122
235,0.35793575644493103,0.35793447494506836,1.2723043596452044e-07,0.0009990634926486466,0.02130860835313797
236,0.4447617530822754,0.4447609782218933,7.741682850337384e-08,0.0009990555079562753,0.052411485463380814
237,0.1962652951478958,0.1962648332118988,4.596244451704479e-08,0.0009990474894018737,0.05352341756224632
238,0.1745227575302124,0.17452237010002136,3.9032418186479845e-08,0.0009990394369859912,0.08408072590827942
239,0.23558491468429565,0.23558463156223297,2.8322961753701748e-08,0.0009990313507091796,0.04700082167983055
240,0.24234595894813538,0.24234578013420105,1.790139236845789e-08,0.0009990232305719933,0.008688285946846008
241,0.20205524563789368,0.20205511152744293,1.3279707999913626e-08,0.0009990150765749888,0.04254128783941269
242,0.18321733176708221,0.1832168698310852,4.6164153388872364e-08,0.000999006888718725,0.009159193374216557
243,0.3794900178909302,0.37948858737945557,1.4296296058091684e-07,0.000998998667003763,0.0791127011179924
244,0.24282695353031158,0.24282364547252655,3.3067388471863524e-07,0.0009989904114306664,0.049282256513834
245,0.4375854730606079,0.4375792443752289,6.224329922588367e-07,0.0009989821220000009,0.10436611622571945
246,0.30754590034484863,0.3075374364852905,8.475553840980865e-07,0.0009989737987123348,0.01866799034178257
247,0.20449446141719818,0.20448440313339233,1.0064562729894533e-06,0.0009989654415682385,0.007945525459945202
248,0.22340349853038788,0.223392516374588,1.0975909390253946e-06,0.0009989570505682846,0.04092864319682121
249,0.18143831193447113,0.18143147230148315,6.840356832071848e-07,0.0009989486257130486,0.035105206072330475
250,0.16323623061180115,0.16323335468769073,2.876554106023832e-07,0.0009989401670031076,0.05827183276414871
251,0.4617690443992615,0.4617680609226227,9.923997623673131e-08,0.0009989316744390415,0.023566164076328278
252,0.2650826871395111,0.26508188247680664,8.149139318902598e-08,0.0009989231480214324,0.015564590692520142
253,0.2659395635128021,0.26593726873397827,2.2827359202892694e-07,0.0009989145877508645,0.02923526242375374
254,0.36879152059555054,0.3687880039215088,3.524926057707489e-07,0.0009989059936279247,0.043285761028528214
255,0.3152562975883484,0.31525230407714844,3.9846642607699323e-07,0.000998897365653202,0.056965287774801254
256,0.16904520988464355,0.1690402776002884,4.925907433062093e-07,0.000998888703827288,0.023851115256547928
257,0.42072686553001404,0.42072126269340515,5.608986839433783e-07,0.0009988800081507758,0.06990779936313629
258,0.29101428389549255,0.29100748896598816,6.802990810683696e-07,0.0009988712786242616,0.008565781638026237
259,0.35420337319374084,0.3541955351829529,7.84918881890917e-07,0.0009988625152483439,0.03836425393819809
260,0.1673724353313446,0.1673644781112671,7.954421334943618e-07,0.0009988537180236233,0.07472885400056839
261,0.23357953131198883,0.23357194662094116,7.587058803437685e-07,0.0009988448869507026,0.041725389659404755
262,0.1745610535144806,0.17455407977104187,6.973791641939897e-07,0.0009988360220301873,0.0637580156326294
263,0.33106720447540283,0.3310612440109253,5.96754262005561e-07,0.0009988271232626849,0.020399348810315132
264,0.330311119556427,0.3303060531616211,5.057396492702537e-07,0.000998818190648805,0.040242165327072144
265,0.27226483821868896,0.2722596824169159,5.160530349712644e-07,0.0009988092241891603,0.03900190070271492
266,0.17588010430335999,0.17587609589099884,4.010935583664832e-07,0.000998800223884365,0.02244986779987812
267,0.16723261773586273,0.16722944378852844,3.1694540325588605e-07,0.0009987911897350362,0.05207766965031624
268,0.2716207504272461,0.27161890268325806,1.846110251335631e-07,0.0009987821217417932,0.018012139946222305
269,0.43676960468292236,0.43676817417144775,1.4274723980634008e-07,0.0009987730199052572,0.056000158190727234
270,0.21075201034545898,0.21075035631656647,1.6477234510148264e-07,0.0009987638842260524,0.015274638310074806
271,0.4163913130760193,0.4163888096809387,2.5072461085073883e-07,0.0009987547147048044,0.11479675024747849
272,0.25588181614875793,0.25587886571884155,2.9590674444079923e-07,0.000998745511342142,0.015198122709989548
273,0.25092774629592896,0.2509245276451111,3.228147988920682e-07,0.0009987362741386958,0.0208352729678154
274,0.2709636688232422,0.2709615230560303,2.1465251620611525e-07,0.0009987270030950993,0.016797084361314774
275,0.23448434472084045,0.23448261618614197,1.726704539350976e-07,0.0009987176982119877,0.026077620685100555
276,0.40476807951927185,0.40476688742637634,1.1913273567643046e-07,0.0009987083594899988,0.036172185093164444
277,0.14871437847614288,0.148713156580925,1.216684353266828e-07,0.0009986989869297726,0.05196261778473854
278,0.23017822206020355,0.2301766276359558,1.594495415702113e-07,0.0009986895805319514,0.020567119121551514
