time,rmse,relative_l2,max_abs_error
0.0,0.001987152633927796,0.016737610834064526,0.028128958514665015
1.0,0.000525049241969131,0.03737649730550095,0.0024236773059355117
2.0,0.0004181184773156943,0.09102235844670023,0.0016991683624483513
3.0,0.0006849676200353392,0.42634945209246217,0.0016282795686481289
4.0,0.0007559320088722318,1.3114791287689629,0.0026074750815951154
5.0,0.0011369821924753954,5.419692982339746,0.0035719773258574873
